week_index,month_index,weekly_mean_error,weekly_p95_error,baseline_mean,baseline_p95,decision
8528,2132,0.29645824,0.29645824432373047,0.002358785131946206,0.002593876922037452,🟡
8529,2132,0.29052037,0.2905203700065613,0.002358785131946206,0.002593876922037452,🔴
8530,2132,0.2852047,0.2852047085762024,0.002358785131946206,0.002593876922037452,🔴
8531,2132,0.2869803,0.2869803011417389,0.002358785131946206,0.002593876922037452,🔴
8532,2133,0.29043224,0.29043224453926086,0.002358785131946206,0.002593876922037452,🟡
8533,2133,0.28922,0.28922000527381897,0.002358785131946206,0.002593876922037452,🔴
8534,2133,0.2869273,0.28692731261253357,0.002358785131946206,0.002593876922037452,🔴
8535,2133,0.28275365,0.2827536463737488,0.002358785131946206,0.002593876922037452,🔴
8536,2134,0.2755097,0.27550968527793884,0.002358785131946206,0.002593876922037452,🟡
8537,2134,0.2706486,0.2706485986709595,0.002358785131946206,0.002593876922037452,🔴
8538,2134,0.26572594,0.2657259404659271,0.002358785131946206,0.002593876922037452,🔴
8539,2134,0.26408872,0.2640887200832367,0.002358785131946206,0.002593876922037452,🔴
8540,2135,0.27222306,0.2722230553627014,0.002358785131946206,0.002593876922037452,🟡
8541,2135,0.27609777,0.27609777450561523,0.002358785131946206,0.002593876922037452,🔴
8542,2135,0.28107104,0.2810710370540619,0.002358785131946206,0.002593876922037452,🔴
8543,2135,0.2857972,0.28579720854759216,0.002358785131946206,0.002593876922037452,🔴
8544,2136,0.28431702,0.2843170166015625,0.002358785131946206,0.002593876922037452,🟡
8545,2136,0.28430554,0.28430554270744324,0.002358785131946206,0.002593876922037452,🔴
8546,2136,0.2742662,0.27426621317863464,0.002358785131946206,0.002593876922037452,🔴
8547,2136,0.2607604,0.2607603967189789,0.002358785131946206,0.002593876922037452,🔴
8548,2137,0.24482383,0.24482382833957672,0.002358785131946206,0.002593876922037452,🟡
8549,2137,0.22884361,0.22884361445903778,0.002358785131946206,0.002593876922037452,🔴
8550,2137,0.21612184,0.2161218374967575,0.002358785131946206,0.002593876922037452,🔴
8551,2137,0.19520035,0.1952003538608551,0.002358785131946206,0.002593876922037452,🔴
8552,2138,0.18111698,0.181116983294487,0.002358785131946206,0.002593876922037452,🟡
8553,2138,0.17546734,0.1754673421382904,0.002358785131946206,0.002593876922037452,🔴
